comment,score,likes
Somebody wore that pussy out!!!,0,0
I m not moving until Donald trump is removed from president post,0,1
Damn my mans is chill as hell,-0.8074,0
Cat: this is my territory. Move away hoomans.,0,164
I'd be so scared it would get stepped on.,-0.5777,0
Cats are awesome this one is cooool. Relax don't do it...🎵🎶,0.7906,0
I heard you need to get the Poke Flute in order to wake him up and it doesn't hurt to have an Ultraball too.,0.4168,0
He probably not feeling so well,0.3338,0
The place should be called the cats whiskers,0,0
Lol,0.4215,0
ADORABLE,0.4939,0
Give me a plant sprayer I'll move it's ass,-0.5423,0
😼🗯Im living the cat live.,0,1
She is high 😀😀,0,0
Lol man,0.4215,0
"Like they say: ""Dogs have owners, Cats have staff."" 😹",0.3612,560
"That lazy cat is the true owner of the restaurant, it only job is being cute and adorable to pulling more customers. only the servants is working.",0.7579,0
"Cat is thinking ""just a few more minutes ....""",0,1
Spending weekends.,0,1
That's my cat every time I'm in the kitchen cooking😂😂😂,0,2
"""I choose to laze about, not because it's hard, but because it's easy ... because that goal will serve to measure the least of my energies and skills ... because that   challenge is one that I am willing to accept, one that I am unwilling to postpone, and one that I intend to win.  As it were.  Thank you very much.""",0.9538,0
LOL! What a pisser!,0.2771,0
😂 haha sleeping like a boss,0.6705,0
That is funny. What a brave little cat ...,0.743,1
What a sweetie pie💖,0.4939,1
"He shits, pisses and sheds, and sneezes and farts all over the restaurant. Bull shit. Yawl some nasty fukaz. Yawl know yawl selves",-0.9136,0
This is why I wanna be a cat next time around 😼,0,0
Nasty shit. A cat in a restaurant to catch the rats. Both nasty,-0.8957,0
He had a good time last night,0.4404,0
Looks like the frequenter had too much last night. So adorable though,0.7178,0
😂😂😂,0,0
That floor is 🔥,0,1
He's sleeping don't disturb,0.3089,0
*Lazy hoomans refuse to leave the restaurant*,-0.34,0
Que  gracinha  de gato 😽😽😽,0,0
"I'll admit, I'm not big on cats, but I wanna scratch his belly!",0.1759,0
That is a happy kitty! ♥️ They only show their tumors when they're content and trusting.,0.7712,2
Who’s the cutest kitty ever!! ❤️🐈😻✌️😜,0.658,4
Cats > Dogs :),0.4588,0
Can we talk about how not busy this restaurant is?,0,0
I think i may look like this after a weekend on the beer.,0.3612,0
He is drunk,-0.34,0
That’s one !&$#ing comfortable kitty right there...,0.5562,0
When eating to  much cat nipp on the job.Rats laced his cat nipp no they running a muck.,-0.296,1
Nice carpet you got there,0.4215,1
"I can't believe this cat, the amount of fucks he gives",-0.4767,0
Aww so 😘😘😘cute😍😍😍 I want to touch him😍😍😍,0.1477,0
he is the owner of the restaurant!!,0,0
Why is this cat in a restaurant? I hope he's not around the food. Cat's carry a parasite that goes into people's brain's,0.4404,0
This is me when boss asks for a night shift🙃💀,0,0
What a lazy sleepy fuck!!!!,-0.5673,0
"""Now ya know HE dead"" *Weezy voice 😂🤣🤣 Naw but foreal he might be depressed...prolly should check that out 🧐",-0.3919,0
Can a cat stretch like this and sleep???,0.466,0
Yesss cat vodka is better than milk cool,0.6369,0
"Gorgeous cat
Love it!!!!!!!!!",0.8852,0
"He is drunk and remembering his/her lover...... 😢 why did You leave me, i cant live without You.",-0.3818,0
Something you won't see in Korea,0,0
Kick it !! bet it wakes up,0,1
"it looks as stiff as a board, is it dead?",-0.6486,0
He's the alien cat from Captain Marvel Hello!,0.4753,0
Me on the first day of school,0,0
That's me right now,0,0
Like a boss,0.3612,0
He ate too much food.,0,0
The cat went into a food coma,0,1
He waiting on his No.2 to be ready!!-😼🥰,0,0
Trust,0.5106,0
Zero fucks given by this cat,-0.4767,0
What kind of restaurant is allowed to have a cat,0,0
Thug life,0,0
Bahah that kitty looks SO dead its NOT even funny... but it IS!🤣,-0.5354,0
"*Watching this with friend

Friend: I'm surprised no one has called              
the health department.
Me: This is in Thailand. 
Friend: I'm surprised no one's ate it yet.",0.8402,2
Copying those people that run in front of a moving car on purpose to get injury claim.,-0.4215,0
Intoxication state ??,0,0
He was tired of banging all the pussy cats last night,-0.4404,0
That cat said “Y”,0,0
Nasty. I love animals but DO NOT bring them into an establishment that serves food.,0.0772,1
SO CUTE!!!! I want to grab it and cuddle it and kiss it!!!!!,0.7386,0
"Thats me, not giving a fuck",0.2057,0
شكله اكل اكل اكل اكل  كبسه  مع شرب البن الين انبطح هههههه هذا لو بلخليج اخذ شوته ورفسه الين وصل اشارع الثاني ههههههه,0,0
"Me, after eating 36 Hotpockets.",0,1
สงสัยอกหักมาาาา,0,0
👏👏👏👏👏👏👏👏👏,0,0
Hahahhaha,0,0
Such a smart cat,0.4019,1
"If its Orange, then you know its badass cat...",-0.1531,2
0flocks gives cat hahaha,0.5574,0
I would kick the lazy bastard.,-0.7184,0
"Cat lying on the floor being lazy
Garfield: Am I a joke to you?",-0.5719,5
Sleeping like a boss cat!,0.4199,0
When the edibles hit,0,0
❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,0
"We all know what was going through his head: 

Sittin' on the dock of the bay,

Watching the tiide roll away,
Oh,
Just sittin' on the dock of the bay
Wasting tiiiime",-0.4019,40
To feel that relaxed around a room full of people,0.4939,0
"My neck my back,I want a hundred and fifty thousand..lmao..",0.0772,0
Probably had too much to eat..lol,0,0
Lmao! Love it,0.8553,0
Wish my cat will do that,0.4019,0
This cat is definitely CAT'ATONIC...did he get into the doctors medical bag and get some Catemean...instead of Cat'nip?,0.4019,0
666K VIEWS 😱,0,1
Goofy fuckin' cat !!,0,0
"Cat: ""It would greatly inconvenience everybody if I were to lie down and sleep on this spot."" *instantly feels sleepy*",-0.4201,103
He is drunk ...,-0.34,0
So precious.,0.6115,0
ي ابويه شكل البسه هذي  سكرانه قال قط كسول  شكلها شربت خمره  معروف البس اذا مريت من جنبو يفرك 😁,0,0
The cat is living in present moment...,0,1
😂😂😂,0,0
Lucky cat no one tells him anything😸 if i was laying there ppl would be telling me to move or walk all over me lol😄,0.1531,0
"He's not lazy, just extremely depressed.",-0.3576,1
This cat has figured out how to look cute for a lifetime of endless petting,0.4588,53
He hella comfortable and ain't even bothered by the people or noise.,0.6762,0
🤣🤣🤣,0,0
That is one chill cat.,0,0
Poor kitty work all night 😸😻😹,-0.4767,0
So cute lol,0.7485,0
Who doesn't like a nap after a good meal?,0.1999,0
When the marujuana kicks in,0,0
Haha,0.4588,0
"Beautiful cat❤she's like what's the problem! I'm just taking a rest, tired of catching mouse!!😄😄🌺",0.3971,0
Don't judge. We've all been there.,0,0
G A R F I E L D   Y O U   L A Z Y   C A T  !  !  !,0,0
when ya just don't care...,0,0
*m e l t d o w n*,0,0
Obviously not a chinese restaurant .😂,0,0
She know she's next on the menu,0,0
Legend has it he's still waiting for his belly rub,0,13
Basically all cats in a nutshell,0,0
"El gato: dejame dormir loco 
😂",0,5
Dam he is so cute and sleepy ♥️,0.5949,0
It's sad to see cats become so lazy and non productive.  When I was growing up my cats had 2 jobs each.,-0.685,0
That cat looks like it got knocked the fuckk out,0.3612,0
Pussy cat had whisky night last night😸🥃,0,0
😻😻😻,0,0
Hilarious,0.4019,0
why are humans dislije this video ?even owneror customer do not mind about this lovely cat soo why dislike,0.4404,0
The good life.,0.4404,0
"Just drop a food on that cat , it will obviously stand😊 . Damn lazzy",-0.5859,0
That's funny,0.4404,0
"Before move its tail, I thought was dead!",-0.68,0
orange cat do that a lot,0,0
Cat is telling us to give zero fucks,-0.4767,0
I would’ve rub that belly for sure.😁,0,1
Let me know when my Lasagna is ready,0.3612,0
Fat Cat,0,0
Donna! Man down! 11:30!!Pimp in-distress!!,0,0
I had a cat that did this in the middle of the road making cars stop when you called out for it to move it gave you the Who me look.,-0.296,0
I think the cat found the “ Edibles “.,0,139
Lol,0.4215,0
That cat fuckin awesome!!!👍🙄😴,0,0
That's what happens when a cat gets drunk !!!,-0.5067,0
his ok I just super glued him to the floor  !,0.75,0
Muncho take it easy,0.4404,0
Just say no,-0.296,0
Talking about having a good life. Wow 😁,0.7717,0
That's stinkin adorable 😁,0.4939,0
That's what I'm talking about,0,0
Maybe paralyzed from the tail down ??yk what nvm... I’ll just exit.,0,0
That cat puts the cat in cat-atonic. Catatonic cat.,0,0
Employees don’t miss a beat and step around her effortlessly. My kind of people!,-0.2244,0
Employees don’t miss a beat and step around her effortlessly. My kind of people!,-0.2244,0
Sowas kenn ich nur bei Kiffern. ^^,0,0
Pap!!!! Slaps his legggg😂😂😂👋,0,0
Rub it's belly.. Cats love that.😏,0.6369,0
That cat need to pay rent 😂,-0.1027,0
cat was a lion in its last life.gives 0 fucks about people and their stupid camera phones.,-0.7579,0
"He's not being lazy, he just had too much to drink the previous evening.",0.2755,0
"**ALERT**
Read the description before commenting.... the cat is female according the multiple use of the pronoun ""she"" and ""her.""",0,0
"Cats says ""dont disturb me i need to rest""hehehe",0.3089,0
平和だな ww,0,0
That poor cat must be exhausted to lay like that out in the open. Somebody put a box blanket or towel somewhere safe & peaceful,0.4588,0
Catnip overdose.,0,0
Poor thing looks like it’s dying,-0.1531,0
😂😂😂,0,0
Wtf lol,-0.25,0
"Thailand, right? So he is probably the next dish to be served",0,1
"2019 : Flying Car
1975 : lazy cat sleeps on busy restaurant floor refusing to move.",-0.6369,6
He’s totally stoned,0,0
This is one lazy cat hhh 🤣,-0.3612,0
The people just walks around him as if he's supposed to be there😂😂😂😂,0,27
She might have eaten a lot which makes her  hard enough to make move 😂,-0.1027,0
Absolute power move.,0,0
Fake dummy Cat,-0.4767,0
Just chilling out. I think. Haha.,0.4404,0
😀,0,0
I need this cat,0,0
"I think, it's cat one of the team from avengers marvel studio, ""cat-man"" !",0.4753,0
Seems he just had the restaurant's special.,0.4019,21
Is the cat a boy or a girl?,0,0
When Garfield is too drunk to move lol,0.1027,31
"Cat : please support my laziness so that I can get million views.
human : thanks for the like",0.8555,0
Lol,0.4215,0
"Cat: ""Where am I? Dude, I just took a couple of hits of catnip last night and next thing I woke up here. And who painted my claws?""",0,3
Lol This restaurant isn't busy.,0.4215,0
"People here are so kind to the cat, if this happen in our country which is the philippines, i sure they will kick the cat out.",0.7695,0
"She is not sleeping ,🙈🙈🙈🙈 she is drunken actually 🦀🦀🐈🐈🐈🦍",0,1
"I mean he looks content..i just don't think its cool to give Cats edibles. Its obvi.
To quote Austin Powers-"" Its just not
cricket!",-0.308,0
"I’m having a nap, please stop making noise😂😂😂
New friend here from Ireland 🇮🇪☘️🐶💕❤️",0.5106,0
"The cat needs to take a bath, it's too hot",0,4
You Idiot should have left the cat alone😏,-0.5106,0
That cat thinks their the king of the world!,0,0
He's got the itis,0,0
One happy life...,0.5719,0
Sto gattino é un King !!!!,0,0
"Весь мир бренность и тлен, так что или почешите пузико, или не мешайте спать))",0,0
天生係大爺 ..😂咪嘈住佢嘆世界啦⋯🤫,0,0
Cats in Thailand have better life than Americans,0.4404,0
"He protecc 
He atacc

But most importantly 
He lays on his bacc",0.3804,5
"We have a regular cat visit when she is pregnant always. And give birth to kittens in small closet which is between the satir case, and when she tired of her kittens she used to sleep in the middle of the steps. And she knew we won't harm her so we just cross steps over her and she keep sliping carelessly...😄🐈🐈🐕🐕",-0.0129,0
After a night of partying and you forgot where you are 😂,0.3818,0
I guess number 35 is off the menu?,0.0772,0
That has got to be the most spoiled cat ever 😂🤣,0,1
efek di ajak party tadi mlm..,0.4019,0
The cat was an undercover alien...,0,0
Whoa.. *THAT'S RANDOM* thx youtube..,0.3612,1
Солнце светит..и приуныл..(,0,0
I own this place... I can do anything on this... Be cool like me!,0.6239,0
Damn chilled out cats are awesome,0.34,0
"I guess after a long hard day of eating all the food scraps you deserve a rest, that cat needs to go on a diet.",-0.1027,0
"That is a well trained kitty , great for business 👍👍😀😁🙏",0.7351,0
He thinks its his restaurant and owners work for him and live with him instead of the apposite,0,0
"I just want some catnap, stop fucking with me.  Geez",-0.2263,0
1:24 CAT JESUS!!,0,0
My cat totally does that,0,0
Cat must be on LSD !,0,0
Me after major exam in med school,0,0
"Not asleep, not much cat nip last night. 🐱",0,0
That is a very trusting cat....,0.4576,0
Its pretending heart attack for some attention...,-0.4019,0
Cat: Be gone human. I......must......rest.,0,0
This parrot is dead...,0,0
The cat is boss .,0,0
"Good thing it's not a Chinese restaurant




It was a joke, I don't mean to offend anyone",0.7174,0
He asking for scratch,0,0
"MY CAT IS A DEMOCRAT!
 DOESN'T WORK, SLEEPS ALL DAY AND ALWAYS LOOKING FOR A HANDOUT..",0,0
Don’t disturb humans!🙄,-0.4574,0
This is so CAT!,0,0
Cat is high asf.. on mames!!!,0,0
If everyone was as cool and calm as this cat...:),0.5574,0
"This is what we call a ""professional piss taker"" 

He has one job to do, catch rodents and he can't even be bothered to do that.  
I love it. 
Hahahaha",0.5365,0
She looks like a dead human😂,-0.4215,2
Cat is like puss on boots,0.3612,0
She got catidise she ain't moving no time soon,0.2235,0
"The restaurant: *getting crowded*
Cat: Aaahhh.... Screw'it I'm taking a nap here! 😩😺😴",0,1
That cat is trippin' balls.,0,0
I think this cat had one too many on his night out! 😂,0,0
Long sleep😂❤️🐈,0,0
She has been drugged,0,0
😂😂,0,0
He’s a big cat ! Obviously sleeping off a big lunch 👍🏻,0,0
I love how people are just walking around him and not even questioning him. 🤣🤣🤣,0.6701,1
He is trained to do that so that his master would get some money from YouTube because of views.,0,0
He ded.,0,0
I think your cat is drunk my friend...,-0.34,0
Full tired,-0.4404,0
Crazy-ass lazy cat!!! 🤣🤪😂😁,-0.5229,1
My cats do this on top of my furnace all the time,0.2023,0
Cat is cool.,0.3182,0
what a life,0,0
That’s living in the moment🎯❤️,0,0
Lol coworkers,0.4215,0
that cat is paid actor,0,0
😂👍,0,0
Who's been giving him Sake?,0.34,0
me after eat,0,0
"My LONELlies like this, posing for the catty magazine",0.3612,0
Looks like a murder scene,-0.4939,0
That’s annoying but beautiful at the same time👍👍👍,0.6705,0
Обожрался рыбы и спит,0,0
dead,-0.6486,0
He must of ate the lasagna,0,0
Itsa mood,0,0
I'm not moving till I get some free pie.,0.5106,0
Can I be dramatic for 5 seconds!,0,0
WHAT A DISRUPTED DIET CAN DO TO PETS,0,0
He/she got to be the owner 👊🏽😂,0,0
when everyone has a nice cat story and I cant make up anything,0.4215,3
❤❤❤,0,0
That cat is a paid actor,0,0
Looks very strong and healthy,0.762,0
"😂😂😂😻😻😻

Hail me you peseants and admire my mighty sleeping pose.",0.5267,0
LOLOLOLOL!!!!,0,0
meanwhile my cat can't sit still for a minute without jumping around.,0,0
Uh oh... he's milk wasted!! 😅😅 Super cute!!!! 😍😍,0.4344,0
นอนเหมือนแกล้งตาย,0,0
On Sunday be like:,0.3612,0
this is so adorable.,0.6269,0
My cat did the same thing during a get together. I keep moving him to a different room but he would go back (in the living room) and get everyone's attention.,0,0
The cat has been paralysed for years!,0,0
"Cat is like - girlfriend ruined the night, am feeling so sleepy !",-0.1007,0
Yes YouTube this is the content i need,0.4019,0
He's playing dead so he don't end up as dinner!! 😂😂😂,-0.6229,3
"Dog thinks humans are like God.

Cat thinks itself  like a God for humans !",0.8172,0
His name is Thong Dang lmfao,0.5423,0
This cat reminds me of GARFIELD movie,0,0
Disgusting,-0.5267,0
Fake. Clearly the floor is a payed actor,-0.1027,0
Cats been drugged for views ?,0,0
Hey if it’s comfortable who are we to judge. LOL silly kitty.,0.7865,0
My brother's cat is just like this.,0.3612,0
Gross. It's a restaurant.. no animals should be in it,-0.6486,0
Awww to cute 🐈❣️,0.4588,0
I think the cat needs Alcoholic Anonymous...,0,0
"That cat is a whole mood, lol!! He ain't even sleeping, he's just being a cat lol !!",0.7762,179
Awwwww so cuuuuutee,0,0
"Oh sure, the cat does that, and it's all, ""ah, so cute!""
I do that, and it's all, ""call the police!""",0.4374,1567
Somebody wanna tell meee ? What in the Garfield up in smoke & how high can I get on a Friday goin on in here??🤔,0,0
"Cat says : ""Hey guys, does anyone care I'm trying to give a CPR demonstration here?""",0.5574,9
That's been drugged or poisoned,-0.4939,0
Wow a mood I want that cat. So peaceful.,0.8221,0
Plot hole : Cat is owner the restaurant,0,0
"And, the food and hygiene rating for this restaurant is 000000000000000000000",0,0
This is exactly why you don't do drugs kids 😁,0,0
"I love his little mouth, armpits, and genderless Ness. He's so cute!!!!",0.7482,0
Cat: how dare you to film the owner of this restaurant,0,23
I thought she was dead...,0,0
Wow! It really is a busy restaurant haha 😂😂,0.7959,0
If that cat is on my way will kick it,0,0
He is the boss 😎,0,0
OMG that Garfield,0,0
It obviously isn't a Chinese restaurant,0,0
Just drag it by the tale under a bench so it's out the way OR swing it along the floor as a duster! Simples,-0.2942,0
"Totally feels safe too, leaving the belly exposed like that.",0.6573,13
No he is not lazy.kindly look into him.Take him to a vet plz.He must be having a problem,-0.5994,0
😂😂😂😂😂😂😂,0,0
Is that puss on floor?,0,1
"She is playing dead, not to be cooked for dinner.",-0.5423,0
Like a boss 😎 !,0.4199,0
It’s always the orange ones that have the best personalities.,0.6369,42
My spirit animal,0.1779,0
"When cat is being  lazy , everybody think it is cute. 
But when  I'm  being lazy , my mom always said "" you're useless human being 😂 """,-0.5859,0
Must be typical behavior for the kitty gato cuz the    staff just looks at him and walks around lol,0.4215,0
"Dio - ZA WARUDO
Jotaro -",0,0
"Reminds me of the book I read as a child, 101 Uses For a Dead Cat - #102 - decoration for your restaurant floor",-0.6486,0
Me when want to sleep 😁😀😀😂😂😂,0.0772,0
When you in sunday,0,0
More like dead,-0.4186,0
I’d totally take him home if I could,0,2
He just had a little too much to drink that's all,0,0
It is warm.,0.2263,0
Please humans be careful,0.4404,1
Someone get a chalk stick and draw an outline. On where the cat is sleeping.,0,0
i would stomp so fucking hard on it’s stomach it’d immediately get severe internal bleeding and die immediately.,-0.8162,0
"Lazy cat,  lazy cat, what are they feeding you? Lazy cat , lazy cat IT'S NOT YOUR FAULT! !!",-0.795,0
😂🤣😆,0,0
IT DEADED,0,0
mood,0,0
"Everyone's just casually walking around him. 😂
Gold.",0.1779,61
look at cat living best life,0.6369,0
Monday mornings be like.,0.3612,0
😂😂😂,0,0
Thug life,0,0
Haha epic i love cats 👍,0.802,0
Attila the Hun..............................LOL,0,0
He wasted- been on the tiles all night.,-0.4939,0
Too cute,0.4588,0
I'm pretty sure it's dead or wishing to die,-0.4215,1
Are u sure it isn't dead? And lol thats me when I'm trying to get up for school lmao 😂,0.8079,0
"""Jheeeze I'm stuffed""",0,0
When you have too much desert,0,0
I guess she had full night gr8 sex with male cat..😅,0.5719,0
👿👿👿 that's one of those weird cat owners that trains cats to not move a muscle.  That's not done naturally by the cat.,-0.1779,0
Looks like somebody had too much cat nip😲,0.3612,0
Adorable! Mi gato duerme de la misma manera,0.5411,0
Looks like the champ had a big night,0.6808,0
That pussy needs to lay,0,0
That's a very trusting cat!,0.5081,0
"Omg for a moment I thought she wasn't breathing o.o
She's sooooo cuuuteeee!😇 Adorable!😍",0.2905,0
That cat is clearly drunk,0.0772,0
🤣,0,1
He so cute,0.5095,0
Must be hot there. Splatter cats of summer 🤣,0,0
Rough night i guess he was force to drimk too much. Let him be 😌,0,0
I wish to see a human dare doing that !,0.4574,0
cat: 1 more scotch for the roadddddd,0,0
Cats are everything :),0.4588,0
What if someone stepped on it? 💀,0,0
"He's depressed over his woman that has been cheating on him with his cousin's neighbor, Jerome Peterson.",-0.7845,4
Definitely an attention seeker,0.4019,0
And the servers in the restaurant also refusing to move it out. Nice. I would have sprinkled water in the cat and let see if it stays still.,0.0258,0
Cat version of upskirting !,0,0
"He owns the place, he can do whatever he wants 😂",0,0
"Cat: 
Hey, I caught two mice this morning. Cut me some slack.",-0.2732,25
I thought she fainted,0,0
This cat is mood af,0,1
"*Guys, I found my spirit animal*",0.1779,1
I'm getting hungry looking at that cat.,0,0
it's puss in boots,0,0
LOLOLOLOLOL,0,0
The mafia cat😂,0,0
Looks like it's not feeling well..,0.2801,0
"Nahh, that dude needs AA/NA",0,0
*...too much cat-nip... too much...*,0,0
It was a restaurant owner in early world,0,0
I want to play with that belly so bad,-0.4198,0
"A cat named ""Thongdang"" sleeping in a busy resturaunt?.... Oh yeah, I'd love to eat my meal while a cat spreads its legs on the floor... Remind me to never eat at this place.",0.7506,0
Man:This type of feelings comes when I finished exam and don't care about my result.,-0.3875,0
That’s like me!,0.4199,0
El Gato Con Botas exists.,0,0
This cat has the life lol,0.4215,1
B R E A K I N G N E W S,0,0
"Good thing it wasn't a Chinese restaurant, that cat would have been the main ingredient for the dinner crowd.",0.4404,0
Me every new years eve at 10pm,0,1
Give her a cigarette,0,0
That's me when iam sad,-0.4767,0
Pick it up by the scruff of its neck and chuck the bloody thing out of the door. FFS. 😐,-0.8143,0
Bro need to get it together boi !,0,0
Hey hey wait a minute.. maybe this cat needs CPR.. what the hell,-0.6808,0
He is in a food coma....,0,0
Love baby ummmmmmma,0.6369,0
I’d hate to see what happens to the dog that dares to mess with this boss.,-0.7351,1
I know humans like that cat.,0.3612,0
"Best part is that her name is thongdang

Just wow",0.8402,1
Careful you don't end up in the wok buddy!  Better start pulling your weight and catching those mice!,0.6229,0
"On the second thought, I thought the cat was dead 😅",-0.6486,0
Sometimes it be like that...,0.3612,0
Meet the Schrodinger's cat. It just doesn't care if it is alive or dead.,-0.6517,0
"Garfield: Man Odie that lasagna had me laid TF ooout!

Odie:👀🐶",0,1
"this could be a medical emergency, 
dyselectronemia maybe.",-0.3818,0
"She sleeps where she wants,
She sleeps where she wants,
We're humans are peasants,
She sleeps where she wants.",0,0
"That's a ginger cat thing, mine does it too",0,0
That's my spirit animal.,0.1779,0
Not lazy very lazy haha,0.7578,0
Lazy bad Cat 😂,-0.7184,0
cat got weed,0,0
So content,0,0
That cat has been in someone's Xana-juana.,0,0
Koeching orens,0,0
that cat is tripping,0,0
i love y0ur cat so munch,0.6369,0
"Cat, I'm a kitty cat, and I dance dance dance, and I dance dance dance.",0,0
"LOL😂😂😂😂 I HOLLERED, too funny, you got people stepping over him, walking by like he ain't even laying there! Lol",0.8172,0
That's me at history class,0,0
"Cats and their audacious, holy sanctified, unmitigated gull... how could one NOT love them!? ❤️",-0.4137,0
Its nearly impossible to get another whiskey at this bar when you've hit the floor.,0,67
"Too Good to be True! I get to sleep in peace and wake up to a massage, thank Goodness, what's for lunch? 😹😹😹",0.9324,0
As cute as the kitty is. I swear to god he looked dead...,0.5994,0
Definitely Hung over last night! Very cute kitty. 🤣🤣,0.7419,1
"Man, he so tired keeping away the rats 😂😂",-0.5777,0
Still hangover.,0,0
Who erased the chalk lines?,0,0
He’s ready for somebody to pet his tummy....,0.3612,0
8 outta 8 can relate,0,1
"Lazy cat, lazy cat what are you doing?
Lazy cat, lazy cat its not your fault! Hahaha",-0.8738,0
"And the next day there special was mystery meat stew, true story",0.6705,0
Must be the owner lmao,0.5994,0
The sound of plates and the rustling and ruffling : ASMR for him.,0,91
nesti billi...,0,0
Такой : а мне все пофиг.,0,0
That's me after a friday night 😔,0,0
I dont want to eat in any restaurant that allows live animals to hang out.,-0.0572,0
“Ugh. I shouldn’t have had thirds on the Tuna de Rossini. But it was sooooo good!”,0,36
He owns the place . He is the boss!,0,0
Just when you thought you didn’t give a fuck,-0.5423,0
Lol the cat is the mob of the place...look at how it’s just laying any fucking where it wants belly on show and all 😂😸,0.4215,1
Meow: dont disturb me hooman 😑,0.3089,0
Now that's a relaxed cat. Cool Cat!,0.6996,0
Not a single care in the world.  As it should be....,-0.3875,0
I love cats so much,0.6369,0
He is adorable. Sweet heart,0.7351,0
Cats High from Catnip,0,0
Catnip is one helluva drug.,0,0
What an old man..!😂,0,0
Jajajaja 😼🤣,0,0
Tooo cute! Cat owns the place 💖💖,0.5093,0
What a lazy fucking cat. He is great.,0.3818,0
That cat nip hit him gooooooooooooooood😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,0
"Lazy cat, like me...",0,0
That cat is drunk..,0,0
Aduh...Kucing orange,0,0
Pampa swerte talaga ang pusa sa negosyo.,0,0
When you don’t give a fuck for anything but sleep,-0.3071,0
When a CAT being a BiTch. 😏,-0.5859,0
🤣🤣,0,0
I so wanna tickle that belly,0,0
Hes just thinking about life n stuff,0,0
Needs a little hat for tips,0,0
I want to be this cat forever!,0.1511,0
"OMG, I'd throw the cat into the pot with potatoes and onions and release the chickens and pigs :D lolzzzzz",0.6166,0
This cat is me.,0,0
I wanna kiss and rub their tummy❤,0.4215,0
Some smoke Bubba kush  around him triple aaa shit,-0.5574,0
His high,0,0
Omg he 👀 looks dead he is so freaking cute lol 😂 I love ❤️ this cat 🐈,0.3871,0
HE OWNS THE RESTAURANT.,0,0
Ahhhh the life!!!!,0,0
Thug life,0,0
🤦‍♀️ 😆,0,0
I'll have what she's having,0,0
"I love cats, ultimate boss",0.6369,0
Now that's a very happy cat to sleep with all it's vulnerable showing and feels safe!,0.7419,0
I'm jealous if I was to do the same people would bitch about it,-0.7783,0
❤️,0,0
Willy Nelson said he did in the middle of a  street . Got to put a  braided ponytail on and a head band!,0,0
EWWWWEEE! I wouldn't eat from that restaurant this very unsanitary,0,0
"Cat:""They kill dogs here and serve fish,i have died and went to heaven..I cant & won't leave this place till i get a fish sandwich!""",-0.8658,0
How cute,0.4588,0
If this were LA or SF I would say he's trying to be discovered.,0,56
Broken heart with empty pocket...,-0.5994,0
It plays dead to survive!,-0.5562,0
"Random guy: here kitty nice kitty
Cat: leave me fucking alone can't you see I'm trying to sleep",0.079,0
Cat looks like it's as drunk as a skunk!,0.1007,0
Thailand? ... Drugged,0,0
He looks exactly like my little boy 🐱,0.3612,0
"Exactly like my cat, he’ll lay stretched out in the middle of the floor just like that but then get mad when I walk over him. When I try to walk sideways he’ll stretch out more, I swear he do it on purpose lol",0.0414,0
T,0,0
Lol omg this cat is a DIVA and entitled 🤣❤👍lol I love it🥰🤭sometimes that's how I feel when I'm super tired and can't move from being overworked 😴😴😴,0.8779,0
This cat says social norms be damned. It's nap time.,-0.3818,1
Lol 😆 that cat is spoiled rotten....🤣🤣,0.4215,0
cat broken heart,-0.4767,0
Orange Cat-sady,0,0
Охеревший кот,0,0
I'll just pick that cat up and put aside,0,0
She dead ha,-0.4404,0
Kick him see of he dont move than 😁,0,0
Es un bar...y está bien pedoooooo😂,0,0
I love her.,0.6369,0
This cat is clearly on crack.,0.4019,4
Is that cat okay? 😂 so sprawled out  and flat,0.2263,0
"SHE'S SO SWEET , AND SHE KNOWS IT.",0.5095,0
Me after a buffet,0,0
Me at work place after a long day before going home,0,0
that cat is obviously ill and needs medical attention...also irresponsible to leave him on the floor in a busy restaurant where he could be stepped on and seriously injured,-0.8519,0
"...... Is he doped up? All cuteness aside, thats really weird. For a billion reasons. It is crazy cute tho",0.4417,0
Waiting for the insurance agent and a lawyer.,0,0
Bring in the dogs.,0,0
Must be the town drunk. What a bastard.,-0.7096,0
The cat owns the place...,0,0
Life ho to aisi😂,0,0
That m*********** drunk,-0.34,0
Good morning dear !!,0.7256,0
Its mr boots from shrek,0,0
He’s darling,0.5859,0
"1:02 The look that say ""the fuck you want""? 😾😾",-0.5423,0
"When your shift ends...
And you like fuck it, i aint going home, ima just sleep right here!",-0.3164,0
This cat is beyond adorable😻😻,0,0
"what do you expect, tabby was probably up all night taking care of business … lol",0.7184,0
"This looks a bit

Fishy",0,0
I think cats are on a permanent Marijuana high,0,0
"""busy""",0,0
What a cute little fluffy bastard 💓💓,-0.0571,0
when you found the best sleeping position,0.6369,1
I've done this once and was asked to leave......,0,2
Histeric cat woman!,0,0
Your eating the last cat the last cat to sleep in that spot. NEXT!! I know bad sence of humor.,-0.4559,0
He want a girl friend.,0.5423,0
💕💖,0,0
Cats are getting sillier by the day on YouTube.,0.25,0
0:22 meow meow 🧐🐱,0,0
I would of punted it,0,0
Lmao😅😂😜 been up all night..Hunting.,0,0
"That's not a cat!
......that's a flerken.",0,1
"He's........
CAT-atonic",0,0
Mr Big Boss in the house,0,0
